Robot;Delta_muestra;Input_d;d_ref;vel_ref;Input_vel;Input_theta;Output_d;Output_vel;Output_theta;;;;
T;40;8.3;10;19.35;19.57;0.01;19.35;530.32;167.01;0.06;15;0.02;1
S;40;10;10;19.99;19.87;0.02;19.99;544.9;25.98;0.02;15;0;1
L;40;80;8.3;20;20.1;0.01;0;516.13;-12.61;0;15;0;1
T;40;8.3;10;19.35;19.45;0.06;19.35;532.12;-7.02;0.06;15;0.02;1
S;40;10.1;10;20.4;20.06;0.02;20.4;551.39;22.59;0.01;15;0;1
L;40;80;8.3;20;20.03;0.01;0;517.35;2.48;0;15;0;1
T;40;8.2;10;18.99;19.73;0.06;18.99;514.85;44.18;0.06;15;0.01;1
S;40;9.9;10;19.59;20.17;0.02;19.59;529.12;14.84;0.01;15;0;1
T;40;8.1;10;18.99;19.85;0.06;18.99;507.4;68.36;0.06;15;0.01;1
L;40;80;8.3;20;20.17;0;0;513.46;12.19;0;15;0;1
S;40;9.5;10;19;20.13;0.02;19;511.52;-2.85;0.01;15;0;1
L;40;80;8.3;20;19.86;0;0;520.72;-6.64;0;15;0;1
T;40;8.2;10;18.99;19.45;0.01;18.99;512.89;197.36;0.05;15;0.01;1
S;40;9.7;10;19;19.06;0.02;19;532.81;0.07;0.01;15;0;1
L;40;80;8.3;20;19.84;0;0;522.01;1.13;0;15;0;1
T;40;8.1;10;18;19.31;0.01;18;487.89;133.13;0.05;15;0.01;1
S;40;9.5;10;19;19.51;0.02;19;520.66;6.47;0.01;15;0;1
L;40;80;8.3;20;19.81;0.01;0;523.68;-18.91;0;15;0;1
T;40;8.1;10;18;19.23;0.06;18;482.35;-49.7;0.05;15;0.01;1
S;40;9.8;10;19.01;19.34;0.02;19.01;522.45;-7.82;0.01;15;0;1
T;40;8.3;10;18;18.93;0.07;18;483.08;6.08;0.05;15;0.01;1
L;40;80;8.3;20;19.74;0;0;526.72;2.57;0;15;0;1
S;40;9.7;10;19;19.33;0.02;19;520.67;-12.82;0.01;15;0;1
L;40;78.2;8.3;20;19.95;0;0;522.73;8.17;0;15;0;1
T;40;8.3;10;18;18.8;0.02;18;481.03;177;0.05;15;0.01;1
S;40;9.8;10;19;19.09;0.02;19;525.02;-14.16;0.01;15;0;1
L;40;77;8.3;20;19.93;0;0;523.44;-9.58;0;15;0;1
T;40;8.3;10;18;18.54;0.02;18;483.26;102.32;0.05;15;0.01;1
S;40;9.8;10;19;19.78;0.02;19;506.46;-6.38;0.01;15;0;1
L;40;78.4;8.3;20;19.94;0;0;523.57;4.71;0;15;0;1
T;40;8.1;10;18;18.3;0.07;18;486.36;-83.62;0.05;15;0.01;1
S;40;9.7;10;19;19.32;0.02;19;513.87;-4.04;0.01;15;0;1
T;40;8;10;18;18.42;0.07;18;481.53;-27.38;0.05;15;0.01;1
S;40;9.9;10;19.28;18.96;0.01;19.28;528.55;-4.18;0.01;15;0;1
L;40;75.7;8.3;20;19.94;0;0;523.93;6.6;0;15;0;1
T;40;8.4;10;18;17.94;0.02;18;491.51;138.64;0.05;15;0.01;1
S;40;10;10;19.68;18.94;0.01;19.68;541.44;-6.61;0.01;15;0;1
L;40;80;8.3;20;20.67;0;0;505.08;2.04;0;15;0;1
T;40;8.4;10;18;18;0.01;18;490.3;82.98;0.03;15;0.01;1
S;40;10.1;10;20.09;18.97;0.01;20.09;555.73;1.46;0.01;15;0;1
L;40;79.2;8.3;20;19.76;0;0;524.86;-5.37;0;15;0;1
T;40;8.5;10;19.09;17.5;0.02;19.09;531.76;60.75;0.03;15;0.01;1
S;40;10;10;19.69;19.3;0.01;19.69;543.2;7.08;0.01;15;0;1
L;40;78.7;8.3;20;19.81;0;0;525.05;9.31;0;15;0;1
T;40;8.2;10;19.09;18.9;0.02;19.09;504.56;54.34;0.03;15;0.01;1
S;40;9.9;10;19.28;19.51;0.01;19.28;529.04;5.78;0.01;15;0;1
L;40;77.7;8.3;20;19.83;-0.01;0;525.74;32.93;0;15;0;1
T;40;8.4;10;19.09;18.54;0.02;19.09;514.98;52.74;0.03;15;0.01;1
S;40;10.1;10;20.09;19.71;0;20.09;543.82;7.31;0.01;15;0;1
L;40;77.1;8.3;20;19.88;0;0;525.25;-17.78;0;15;0;1
T;40;8.1;10;18.28;18.66;0.06;18.28;493.83;-112.51;0.02;15;0.01;1
S;40;10.3;10;20.92;20.36;0;20.92;550.84;7.97;0.01;15;0;1
L;40;80;8.3;20;20.25;0;0;516.27;0.11;0;15;0;1
T;40;8.3;10;18.28;18.81;0.01;18.28;487.82;139.41;0.02;15;0.01;1
S;40;10.1;10;20.14;20.89;0;20.14;519.56;11.91;0.01;15;0;1
T;40;8.4;10;19.14;18.46;0.01;19.14;516.37;52.54;0.02;15;0.01;1
L;40;80;8.3;20;20.13;0;0;517.93;-8.7;0;15;0;1
S;40;10.3;10;20.97;20.47;0;20.97;547.95;8.57;0.01;15;0;1
L;40;80;8.3;20;20.28;0;0;513.3;-4.51;0;15;0;1
T;40;8.5;10;19.14;18.67;0.02;19.14;514.83;31.54;0.02;15;0.01;1
S;40;10;10;19.77;19.48;0;19.77;545.44;4.09;0.01;15;0;1
T;40;8.2;10;19.14;18.79;0.02;19.14;514.31;32.2;0.02;15;0.01;1
S;40;10.3;10;21;19.9;0;21;568.27;18.9;0.01;15;0;1
L;40;80;8.3;20;20.09;0.04;0;514.87;-135.07;0;15;0;1
T;40;8.3;10;18.77;19.13;0.02;18.77;497.83;19.23;0.02;15;0.01;1
S;40;10.2;10;20.63;19.81;0;20.63;567.38;5.25;0;15;0;1
L;40;80;8.3;20;19.97;0;0;517.59;67.45;0;15;0;1
T;40;8.4;10;18.77;18.99;0.02;18.77;499.36;22.92;0.02;15;0.01;1
S;40;10;10;19.83;20.43;0;19.83;535.22;4.41;0;15;0;1
L;40;80;8.3;20;19.95;0;0;518.26;1.47;0;15;0;1
T;40;8.3;10;18.83;18.88;0.02;18.83;502.5;23.44;0.02;15;0;1
S;40;9.8;10;19.01;20.17;0;19.01;516.82;0.16;0;15;0;1
L;40;80;8.3;20;19.6;-0.01;0;527.83;34.06;0;15;0;1
T;40;8.6;10;18.83;18.8;0.02;18.83;504.24;18.4;0.02;15;0;1
S;40;9.4;10;19;20.1;0.01;19;511.89;-10.12;0;15;0;1
L;40;80;8.3;20;19.63;-0.01;0;529.22;26.58;0;15;0;1
T;40;8.5;10;18.83;18.44;0.02;18.83;514;14.73;0.02;15;0;1
S;40;9.6;10;19;19.87;0.01;19;511.3;-2.23;0;15;0;1
L;40;80;8.3;20;19.68;-0.01;0;530.19;19.42;0;15;0;1
T;40;8.5;10;18;18.7;0.02;18;487.75;15.95;0.01;15;0;1
S;40;9.8;10;19;19.59;0;19;513.57;1.79;0;15;0;1
L;40;80;8.3;20;20.82;-0.01;0;502.27;25.62;0;15;0;1
T;40;8.7;10;18;18.69;0.02;18;484.02;20.35;0.01;15;0;1
S;40;10;10;19.66;18.89;0;19.66;545.69;-3.25;0;15;0;1
L;40;80;8.3;20;19.7;0;0;526.63;4.47;0;15;0;1
T;40;8.5;10;18;18.7;0.01;18;479.65;22.01;0.01;15;0;1
S;40;10;10;19.66;18.75;0.01;19.66;554.01;-10.33;0;15;0;1
L;40;78.8;8.3;20;20.41;0;0;509.83;12.29;0;15;0;1
T;40;8.7;10;18;18.35;0.01;18;484.8;14.4;0.01;15;0;1
S;40;10.2;10;20.49;19.09;0.01;20.49;571.83;-15.12;0;15;0;1
L;40;80;8.3;20;19.73;-0.01;0;525.32;29.77;0;15;0;1
T;40;8.9;10;18;18.2;0.01;18;486.67;14.82;0.01;15;0;1
S;40;10.1;10;20.1;19.81;0.01;20.1;551.19;-13.32;0;15;0;1
L;40;79.9;8.3;20;20.12;-0.01;0;516.6;40.52;0;15;0;1
T;40;8.7;10;19.49;18.13;0.01;19.49;526.29;13.72;0.01;15;0;1
S;40;10.2;10;20.52;19.76;0.01;20.52;565.1;-17.78;0;15;0;1
L;40;80;8.3;20;19.83;-0.01;0;523.46;29.9;0;15;0;1
T;40;8.7;10;19.49;18.31;0.01;19.49;529.32;17.85;0.01;15;0;1
S;40;10.1;10;20.14;19.97;0.01;20.14;554.01;-31.43;0;15;0;1
L;40;79.5;8.3;20;19.89;-0.01;0;522.81;36.04;0;15;0;1
T;40;8.9;10;19.52;18.76;0.01;19.52;525.41;15.68;0.01;15;0;1
S;40;10.3;10;20.97;20.15;0.01;20.97;572;-11.78;0;15;0;1
L;40;77.9;8.3;20;19.89;-0.01;0;523.56;33.36;0;15;0;1
T;40;8.7;10;19.52;18.97;0.01;19.52;524.24;16.74;0.01;15;0;1
S;40;10;10;19.77;20.36;0.01;19.77;539.94;-10.34;0;15;0;1
L;40;80;8.3;20;20.02;-0.01;0;520.81;52.43;0;15;0;1
T;40;8.9;10;19.52;19.18;0.01;19.52;522;22.61;0.01;15;0;1
S;40;10.4;10;21;20.52;0;21;564.37;-12.88;0;15;0;1
L;40;77.9;8.3;20;19.97;-0.01;0;522.04;41.57;0;15;0;1
T;40;8.8;10;18.77;19.41;0.01;18.77;498.29;13.62;0.01;15;0;1
S;40;10.1;10;20.23;20.43;0;20.23;549.42;-13.82;0;15;0;1
L;40;77.9;8.3;20;20.1;-0.01;0;518.69;34.53;0;15;0;1
T;40;9.1;10;18.77;19.46;0.01;18.77;493.35;14.41;0.01;15;0;1
S;40;10;10;19.83;20.41;0;19.83;538.36;-15.21;0;15;0;1
L;40;78.7;8.3;20;20.11;-0.01;0;517.84;34.89;0;15;0;1
T;40;9.2;10;19.23;19.18;0.01;19.23;508.64;2.54;0.01;15;0;1
S;40;10.1;10;20.24;20.57;0;20.24;541.67;-9.16;0;15;0;1
L;40;78.3;8.3;20;19.07;-0.01;0;544.42;47.06;0.01;15;0;1
T;40;9.3;10;19.23;19.03;0.01;19.23;512.92;-1.27;0.01;15;0;1
S;40;10.1;10;20.26;20.42;0;20.26;543.99;-6.65;0;15;0.01;1
L;40;77;8.3;20;20.2;-0.01;0;520.19;49.26;0.01;15;0;1
T;40;9.1;10;19.23;18.97;0.01;19.23;515.65;-0.39;0.01;15;0;1
S;40;10.3;10;21;20.23;0;21;567.51;1.12;0;15;0.01;1
L;40;78.5;8.3;20;20.28;-0.01;0;517.15;32.12;0.01;15;0;1
T;40;9.5;10;19.26;18.94;0.01;19.26;518.64;-7.15;0.01;15;0;1
S;40;10.3;10;21;20.34;0;21;568.96;8.59;0;15;0.01;1
T;40;9.3;10;19.26;18.95;0.01;19.26;520.36;8.89;0.01;15;0;1
L;40;73;8.3;20;20.45;-0.01;0;511.01;51.08;0.01;15;0;1
S;40;10.5;10;21;20.46;-0.01;21;569.84;14.11;0;15;0.01;1
L;40;73.9;8.3;20;20.72;-0.01;0;501.39;48.56;0.01;15;0;1
T;40;9.4;10;20;19.08;0;20;537.95;20.25;0.01;15;0;1
S;40;10.4;10;21;20.56;-0.01;21;570.17;7.1;0;15;0.01;1
T;40;9.4;10;20;19.14;0;20;541.87;6.01;0.01;15;0;1
L;40;75.1;8.3;20;20.48;-0.02;0;503.33;83.34;0.01;15;0;1
S;40;10.3;10;21;20.77;-0.01;21;567.27;7.03;0;15;0.01;1
L;40;75.1;8.3;20;19.94;-0.03;0;514.84;100.74;0.01;15;0;1
T;40;9.6;10;20;19.28;0;20;543.13;19.15;0.01;15;0;1
S;40;10.5;10;21;20.93;-0.01;21;564.57;9.3;0;15;0.01;1
L;40;73.5;8.3;20;19.9;-0.03;0;516.06;93.73;0.01;15;0;1
T;40;9.6;10;20;19.5;0;20;541.61;3.07;0.01;15;0;1
S;40;10.2;10;20.8;20.96;-0.01;20.8;558.86;12.5;0;15;0.01;1
L;40;69.9;8.3;20;19.95;-0.07;0;515.5;257.16;0.02;15;0;1
T;40;9.6;10;20;19.73;0;20;538.47;9.98;0;15;0;1
S;40;10.4;10;21;20.96;-0.01;21;563.28;16.46;0;15;0.01;1
T;40;9.8;10;19.8;19.88;0;19.8;530.87;8.53;0;15;0;1
S;40;10.3;10;21;21.03;0;21;561.57;-2.89;0;15;0.02;1
L;40;68.4;8.3;20;19.87;-0.03;0;519.38;113.79;0.02;15;0;1
T;40;9.9;10;19.8;20.02;0;19.8;526.87;12.97;0;15;0;1
S;40;10.1;10;20.4;20.98;0;20.4;547.08;2.18;0;15;0.02;1
L;40;68;8.3;20;19.98;-0.03;0;517.23;129.64;0.02;15;0;1
T;40;10;10;19.4;19.99;0;19.4;515.8;16.42;0;15;0;1
S;40;10.1;10;20.4;20.96;0;20.4;544.14;6.41;0;15;0.02;1
L;40;67.2;8.3;20;19.96;-0.07;0;517.89;289.36;0.02;15;0;1
T;40;10.1;10;19.4;20.38;0;19.4;502.21;27.56;0;15;0;1
S;40;10.5;10;21;20.65;0;21;564.68;-3.87;0;15;0.02;1
T;40;10;10;19.4;18.8;0;19.4;537.67;18.32;0;15;0;1
L;40;68.8;8.3;20;19.96;-0.07;0;517.99;236.84;0.02;15;0;1
S;40;10.2;10;20.8;20.55;0;20.8;564.11;0.46;0;15;0.02;1
L;40;71.7;8.3;20;19.84;-0.01;0;521.46;32.92;0.02;15;0;1
T;40;10;10;20;19.39;0;20;541.51;19.72;0;15;0;1
S;40;10.4;10;21;20.68;0;21;567.53;-0.57;0;15;0.02;1
L;40;57.8;8.3;20;20.08;-0.05;0;516.18;265.37;0.02;15;0;1
T;40;10.2;10;20;20.09;0;20;526.86;15.95;0;15;0;1
S;40;10.4;10;21;20.68;0;21;569.19;1.96;0;15;0.02;1
L;40;54;8.3;20;19.84;0;0;522.03;16.75;0.04;15;0;1
T;40;10.1;10;20;19.89;0;20;531.56;14.45;0;15;0;1
S;40;10.6;10;21;20.77;-0.01;21;568.88;35.43;0;15;0.02;1
L;40;44.6;8.3;20;20;0.01;0;518.65;58.79;0.04;15;0;1
T;40;9.7;10;20;19.52;0;20;541.78;8;0;15;0;1
S;40;10.7;10;21;20.92;-0.01;21;566.15;10.48;0;15;0.04;1
L;40;39.3;8.3;20;19.43;0.01;0;533.68;99.13;0.04;15;0;1
T;40;10.1;10;20;19.68;0;20;540.29;4.35;0;15;0;1
S;40;10.8;10;21;20.93;-0.01;21;566.5;22.99;0;15;0.04;1
L;40;31.7;8.3;20;19.98;0;0;522.47;103.2;0.04;15;0;1
T;40;10.2;10;20;19.68;0;20;542.29;11.59;0;15;0;1
S;40;11.1;10;21;21.02;-0.01;21;564.6;34.27;0;15;0.04;1
T;40;10.1;10;20;19.85;0;20;539.81;9.05;0;15;0;1
L;40;80;8.3;20;19.79;-0.01;0;527.69;147.2;0.04;15;0;1
S;40;11.3;10;21;21;-0.02;21;565.01;55.98;0;15;0.04;1
L;40;80;8.3;20;19.9;-0.02;0;525.92;152.98;0.02;15;0;1
T;40;10.4;10;20;20.08;0;20;534.61;10.66;0;15;0;1
S;40;12.2;10;21;21.01;-0.02;21;564.65;60.4;0;15;0.04;1
L;40;80;8.3;20;19.8;-0.03;0;529.09;201.93;0.02;15;0;1
T;40;10.4;10;20;20.16;0;20;531.92;3.28;0;15;0;1
S;40;12.7;10;21;20.98;-0.02;21;565.52;53.24;0;15;0.02;1
L;40;20.2;8.3;20;20.45;-0.08;0;513.42;340.79;0.02;15;0;1
T;40;10.4;10;20;20.21;0;20;529.74;18.63;0;15;0;1
S;40;13.4;10;21;20.92;-0.02;21;567.22;47.42;0.01;15;0.02;1
L;40;13.7;8.3;20;19.98;-0.08;0;523.11;297.28;0.02;15;0;1
T;40;10.5;10;20;20.15;0;20;530.07;19.08;0;15;0;1
S;40;13.8;10;21;21.11;-0.02;21;562.61;53.33;0.01;15;0.04;1
L;40;16.1;8.3;20;20.36;-0.04;0;513.31;167.89;0.04;15;0;1
T;40;10.3;10;20;20.15;0;20;529.12;3.66;0;15;0;1
S;40;16.4;10;21;21.48;-0.02;21;552.31;65.34;0.01;15;0.04;1
L;40;15.3;8.3;20;20.03;-0.03;0;519.88;213.93;0.04;15;0;1
T;40;10.5;10;20;20.07;0;20;530.36;11.99;0;15;0.01;1
S;40;17.9;10;21;20.96;-0.02;21;563.13;56.8;0.01;15;0.04;1
L;40;11.5;8.3;20;20.07;-0.03;0;518.61;223.67;0.04;15;0;1
T;40;10.5;10;20;20.19;0;20;526.85;11.69;0;15;0.01;1
S;40;19.1;10;21;20.88;-0.02;21;565.43;68.56;0.01;15;0.04;1
L;40;13.7;8.3;20;19.81;-0.03;0;524.93;230.8;0.04;15;0;1
T;40;10.8;10;20;20.16;0;20;526.64;15.9;0;15;0.01;1
S;40;21.4;10;21;20.95;-0.02;21;564.18;77.71;0.01;15;0.04;1
L;40;11.4;8.3;20;19.8;-0.03;0;526.23;222.92;0.04;15;0;1
T;40;10.7;10;20;19.99;0;20;530.04;5;0;15;0.01;1
S;40;29.6;10;21;20.95;-0.02;21;564.59;95.66;0.01;15;0.04;1
L;40;15.6;8.3;20;19.77;-0.02;0;528.23;206.81;0.04;15;0;1
T;40;10.9;10;20;19.96;0;20;530.79;1.14;0;15;0.01;1
S;40;31.7;10;21;20.91;-0.03;21;566.01;98.12;0.01;15;0.04;1
L;40;13;8.3;20;19.61;-0.02;0;533.72;206.6;0.04;15;0;1
T;40;10.8;10;20;20.01;0;20;529.89;7.73;0;15;0.01;1
S;40;32.9;10;21;20.97;-0.07;21;564.88;253.83;0.01;15;0.04;1
L;40;11.6;8.3;20;20.06;-0.01;0;524.38;195.19;0.04;15;0;1
T;40;11.2;10;20;20;0;20;529.97;3.59;0;15;0.01;1
S;40;35.6;10;21;21.12;-0.07;21;561.23;213.98;0.01;15;0.04;1
L;40;80;8.3;20;20.28;0;0;518.08;162.07;0.04;15;0;1
T;40;11.1;10;20;19.4;0;20;545.62;6.95;0;15;0.01;1
S;40;34.8;10;21;21.03;-0.06;21;562.93;200.73;0.01;15;0.04;1
L;40;2.9;8.3;20;20.17;0.01;0;519.5;152.83;0.04;15;0;1
T;40;11.2;10;20;19.07;0;20;557.89;1.04;0;15;0.01;1
S;40;30;10;21;21.14;-0.02;21;559.79;46.57;0.01;15;0.04;1
L;40;80;8.3;20;20.12;0.02;0;519.87;122.32;0.04;15;0;1
T;40;11.3;10;20;20.05;0.01;20;537.65;-5.93;0;15;0.01;1
S;40;25.2;10;21;21.24;-0.01;21;556.43;104.26;0.02;15;0.04;1
L;40;80;8.3;20;20.13;0.06;0;518.82;-8.17;0.04;15;0;1
T;40;11.3;10;20;20.13;0;20;535.13;-0.37;0;15;0.02;1
S;40;23.3;10;21;21.57;-0.02;21;546.44;125.33;0.02;15;0.05;1
L;40;80;8.3;20;20.02;0.06;0;520.93;32.17;0.05;15;0;1
T;40;11.6;10;20;20.01;0;20;537.57;-2.58;0;15;0.02;1
S;40;24.1;10;21;20.82;-0.02;21;562.67;133.17;0.02;15;0.05;1
L;40;-2;8.3;20;20.2;0.01;0;516.11;203.69;0.05;15;0;1
T;40;11.4;10;20;20.48;0;20;525.16;9.38;0;15;0.02;1
S;40;23.2;10;21;20.73;-0.02;21;566.17;128.92;0.02;15;0.05;1
L;40;80;8.3;20;20.08;0.01;0;518.06;118.53;0.05;15;0;1
T;40;11.9;10;20.89;20.04;0;20.89;557.34;9.94;0;15;0.02;1
S;40;20;10;21;20.82;-0.02;21;565.36;142.09;0.03;15;0.05;1
L;40;0.1;8.3;20;20.14;0.02;0;516.16;113.11;0.05;15;0;1
T;40;12;10;21.53;20.37;0;21.53;570.24;23.03;0;15;0.02;1
S;40;18;10;21;21.04;-0.01;21;560.73;118;0.03;15;0.05;1
L;40;0.7;8.3;20;20.28;0.01;0;511.56;119.33;0.06;15;0;1
T;40;11.9;10;21.36;20.25;-0.01;21.36;575.7;31.2;0;15;0.03;1
S;40;12.7;10;21;21.04;-0.02;21;560.47;167.06;0.03;15;0.06;1
L;40;80;8.3;20;19.99;0.01;0;517.66;121.63;0.06;15;0;1
T;40;12.3;10;22;20.55;-0.01;22;591.01;45.71;0;15;0.03;1
S;40;10.9;10;21;21.12;-0.03;21;558.01;174.85;0.02;15;0.06;1
L;40;-0.1;8.3;20;20.15;0.01;0;513.57;123.59;0.06;15;0;1
T;40;13.1;10;22;20.86;-0.02;22;591.27;48.89;0;15;0.02;1
S;40;10.8;10;21;21.08;-0.03;21;558.46;186.27;0.02;15;0.06;1
L;41;3.9;8.3;20;19.96;0.01;0;517.46;114.59;0.06;15;0;1
T;40;13.4;10;22;21.4;-0.02;22;583.76;50.15;0;15;0.02;1
S;40;7;10;19;21.05;-0.07;19;506.41;333.83;0.02;15;0.06;1
L;40;80;8.3;20;19.92;0;0;518.73;154.42;0.05;15;0;1
T;40;14.2;10;22;21.66;-0.02;22;580.55;60.03;0;15;0.02;1
S;40;4.7;10;19;20.64;-0.08;19;505.3;297.38;0.02;15;0.06;1
L;40;80;8.3;20;19.9;0;0;519.88;155.28;0.05;15;0;1
T;40;15.5;10;20;21.87;-0.02;20;524.7;62.96;0;15;0.02;1
S;40;3;10;19;20.17;-0.03;19;508.09;131.33;0.02;15;0.05;1
L;40;7.8;8.3;20;20.03;-0.01;0;516.89;170.05;0.05;15;0;1
T;40;15.9;10;20;21.79;-0.02;20;516.1;70.49;0;15;0.02;1
S;41;3.6;10;19;20;-0.02;19;505.58;192.53;0.03;15;0.05;1
T;40;17.5;10;20;21.17;-0.02;20;521.73;71.62;0;15;0.03;1
L;40;6.8;8.3;20;19.91;-0.01;0;519.99;152.81;0.05;15;0;1
S;40;4.4;10;19;19.53;-0.03;19;512.02;215.56;0.03;15;0.05;1
L;40;11.2;8.3;20;19.88;-0.01;0;521.18;152.39;0.04;15;0;1
T;40;19.5;10;20;20.81;-0.02;20;524.3;62.22;0;15;0.03;1
S;40;3.2;10;19;19.41;-0.03;19;512.11;211.28;0.03;15;0.04;1
L;40;11.8;8.3;20;20;0;0;518.76;123.69;0.04;15;0;1
T;40;21.4;10;20;20.43;-0.01;20;529.68;58.52;0.01;15;0.03;1
S;40;4.1;10;19;19.25;-0.03;19;513.83;230.75;0.03;15;0.04;1
L;40;6.6;8.3;20;20.2;0;0;513.5;139.12;0.04;15;0;1
T;40;23.6;10;20;20.3;-0.01;20;530.39;45.06;0.01;15;0.03;1
S;40;3.2;10;19;19.16;-0.03;19;514.84;224.49;0.04;15;0.04;1
L;40;10.5;8.3;20;19.93;0.01;0;519.34;119.68;0.04;15;0;1
T;40;38.3;10;20;20.08;-0.02;20;534.38;91.76;0.01;15;0.03;1
S;40;4.9;10;19;19.13;-0.02;19;514.54;209.64;0.04;15;0.04;1
L;40;10.9;8.3;20;19.91;0;0;520.35;149.61;0.04;15;0;1
T;40;57;10;20;20.12;-0.02;20;532.82;89.35;0.01;15;0.04;1
S;40;5.5;10;19;19.29;-0.02;19;509.64;213.2;0.04;15;0.04;1
L;40;10.8;8.3;20;19.84;-0.01;0;522.68;171.41;0.04;15;0;1
T;40;66.6;10;20;20.39;-0.02;20;525.08;100.64;0.01;15;0.04;1
S;40;4.2;10;19;19.34;-0.02;19;506.76;209.71;0.04;15;0.04;1
L;40;11.4;8.3;20;20.4;-0.01;0;508.89;182.4;0.04;15;0;1
T;40;74.7;10;20;19.69;-0.02;20;541.22;93.61;0.01;15;0.04;1
S;40;4.4;10;19;19.18;-0.01;19;508.81;182.1;0.05;15;0.04;1
L;40;10.6;8.3;20;19.86;-0.02;0;520.71;203.88;0.04;15;0;1
T;40;75.1;10;20;19.62;-0.03;20;544.79;126.52;0.01;15;0.05;1
S;40;7.7;10;19;19.2;0;19;507.22;156.89;0.05;15;0.04;1
L;40;11;8.3;20;19.84;-0.03;0;521.99;227.07;0.04;15;0;1
T;40;76.6;10;20;20.03;-0.03;20;536.37;134.24;0.02;15;0.05;1
S;40;10.4;10;19;19.23;0.02;19;505.39;124.75;0.05;15;0.04;1
L;40;18.5;8.3;20;20.02;-0.04;0;518.24;252.74;0.04;15;0;1
T;40;74.3;10;20;20.04;-0.07;20;535.98;288.13;0.02;15;0.05;1
S;40;11.1;10;19;19.12;0.02;19;506.79;122.36;0.05;15;0.04;1
L;40;19.6;8.3;20;19.74;-0.12;0;525.57;531.56;0.04;15;0;1
T;40;78.9;10;20;20.22;-0.07;20;530.86;235.17;0.02;15;0.05;1
S;40;11.6;10;19;18.97;0.03;19;509.96;99.13;0.05;15;0.04;1
L;40;19;8.3;20;19.58;-0.11;0;531.31;427.88;0.04;15;0;1
T;40;79.7;10;20;20.02;-0.03;20;534.81;73.74;0.02;15;0.05;1
S;40;11.1;10;19;18.97;0.07;19;510.26;-48.2;0.06;15;0.04;1
L;40;22.3;8.3;20;19.76;-0.01;0;529.04;82.09;0.04;15;0;1
T;40;75.3;10;20;20.17;-0.01;20;530.85;111.24;0.02;15;0.06;1
S;40;8.4;10;19;18.91;0.07;19;512.06;12.75;0.06;15;0.04;1
L;40;19.4;8.3;20;20.52;0.01;0;510.55;145.1;0.04;15;0;1
T;40;76.1;10;20;20.05;-0.01;20;533;122.96;0.03;15;0.06;1
S;40;4.3;10;19;18.93;0.02;19;512.02;162.87;0.06;15;0.04;1
L;40;19;8.3;20;20.17;0.01;0;516.68;172.92;0.04;15;0;1
T;40;75.1;10;20;20.01;-0.01;20;533.86;127.52;0.03;15;0.06;1
S;41;-0.4;10;19;18.84;0.01;19;514.76;126.22;0.06;15;0.04;1
L;40;11.1;8.3;20;20.64;0.01;0;503.47;177.64;0.04;15;0;1
T;40;76.2;10;20;19.96;-0.01;20;534.9;132.22;0.03;15;0.06;1
S;40;1.1;10;19;18.94;0.01;19;513.11;102.81;0.05;15;0.04;1
L;40;12.8;8.3;20;20.22;0.03;0;510.56;120.9;0.05;15;0;1
T;40;72.7;10;20;19.9;-0.01;20;536.76;136.53;0.03;15;0.05;1
S;40;0.9;10;19;18.79;0.01;19;517.34;123.14;0.05;15;0.04;1
L;40;11.8;8.3;20;20.53;0.06;0;501.32;5.11;0.05;15;0;1
T;40;70.7;10;20;19.86;-0.01;20;538.49;132.98;0.04;15;0.05;1
S;40;3.4;10;19;18.74;0;19;519.86;143.8;0.05;15;0.05;1
L;40;8.2;8.3;20;20.13;0.07;0;508.53;33.06;0.05;15;0;1
T;40;70.8;10;20;19.62;-0.01;20;545.49;140.57;0.04;15;0.05;1
S;40;1.6;10;19;18.75;0;19;521.11;139.11;0.05;15;0.05;1
L;40;80;8.3;20;19.95;0.06;0;512.55;39.48;0.05;15;0;1
T;40;52.3;10;20;19.83;-0.02;20;542.2;172.19;0.04;15;0.05;1
S;40;0.8;10;19;18.92;-0.01;19;518.12;158.81;0.04;15;0.05;1
L;40;80;8.3;20;19.93;0.02;0;513.46;174.21;0.05;15;0;1
T;40;80;10;20;20.26;-0.02;20;532.06;170.81;0.03;15;0.05;1
S;40;0.2;10;19;19.01;-0.02;19;516.31;189.52;0.04;15;0.05;1
L;40;80;8.3;20;19.87;0.02;0;515.32;114.6;0.05;15;0;1
T;40;80;10;20;20.25;-0.03;20;530.68;210.59;0.03;15;0.04;1
S;40;1.6;10;19;18.99;-0.02;19;516.73;198.97;0.04;15;0.05;1
L;40;5.9;8.3;20;19.95;0.06;0;513.99;-41.29;0.06;15;0;1
T;40;80;10;20;19.84;-0.04;20;539.98;206.15;0.03;15;0.04;1
S;40;2.7;10;19;19.13;-0.02;19;513.22;181.99;0.04;15;0.06;1
L;40;6.9;8.3;20;19.98;0.06;0;513.47;-1.26;0.06;15;0;1
T;40;80;10;20;20.25;-0.08;20;530.24;366.35;0.03;15;0.04;1
S;40;3.4;10;19;19.09;-0.02;19;513.37;175.43;0.04;15;0.06;1
L;40;4.4;8.3;20;19.95;0.02;0;514.33;153.82;0.06;15;0;1
T;40;80;10;20;19.82;-0.12;20;539.86;454.76;0.03;15;0.04;1
S;40;1.4;10;19;19.3;-0.01;19;507.44;156.69;0.04;15;0.06;1
